"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1218","Check displaying of empty courses list","LMS system","Sun Apr 27 18:22:21 GMT 2025","passed","Sun Apr 27 18:22:22 GMT 2025","Courses","Courses","",""
"","4279","Edit course","LMS system","Sun Apr 27 18:22:16 GMT 2025","passed","Sun Apr 27 18:22:20 GMT 2025","Courses","Courses","",""
"","2983","Edit course","LMS system","Sun Apr 27 18:22:11 GMT 2025","passed","Sun Apr 27 18:22:14 GMT 2025","Courses","Courses","",""
"","6976","User login with correct email and password","LMS system","Sun Apr 27 18:21:40 GMT 2025","passed","Sun Apr 27 18:21:47 GMT 2025","Authorization","Authentication","",""
"","1640","Check displaying of empty courses list","LMS system","Sun Apr 27 18:22:24 GMT 2025","passed","Sun Apr 27 18:22:26 GMT 2025","Courses","Courses","",""
"","2225","Registration with correct email, username and password","LMS system","Sun Apr 27 18:22:01 GMT 2025","passed","Sun Apr 27 18:22:03 GMT 2025","Registration","Authentication","",""
"","1807","User login with wrong email or password","LMS system","Sun Apr 27 18:21:48 GMT 2025","passed","Sun Apr 27 18:21:50 GMT 2025","Authorization","Authentication","",""
"","2033","Check displaying of dashboard page","LMS system","Sun Apr 27 18:22:26 GMT 2025","passed","Sun Apr 27 18:22:28 GMT 2025","Dashboard","Dashboard","",""
"","1316","Navigation from login page to registration page","LMS system","Sun Apr 27 18:21:58 GMT 2025","passed","Sun Apr 27 18:22:00 GMT 2025","Authorization","Authentication","",""
"","1530","User login with wrong email or password","LMS system","Sun Apr 27 18:21:45 GMT 2025","passed","Sun Apr 27 18:21:46 GMT 2025","Authorization","Authentication","",""
"","3181","User login with correct email and password","LMS system","Sun Apr 27 18:21:49 GMT 2025","passed","Sun Apr 27 18:21:52 GMT 2025","Authorization","Authentication","",""
"","1085","Navigation from login page to registration page","LMS system","Sun Apr 27 18:21:57 GMT 2025","passed","Sun Apr 27 18:21:58 GMT 2025","Authorization","Authentication","",""
"","1405","User login with wrong email or password","LMS system","Sun Apr 27 18:21:37 GMT 2025","passed","Sun Apr 27 18:21:38 GMT 2025","Authorization","Authentication","",""
"","1803","User login with wrong email or password","LMS system","Sun Apr 27 18:21:52 GMT 2025","passed","Sun Apr 27 18:21:54 GMT 2025","Authorization","Authentication","",""
"","1498","Registration with correct email, username and password","LMS system","Sun Apr 27 18:21:58 GMT 2025","passed","Sun Apr 27 18:22:00 GMT 2025","Registration","Authentication","",""
"","4148","Edit course","LMS system","Sun Apr 27 18:22:16 GMT 2025","passed","Sun Apr 27 18:22:20 GMT 2025","Courses","Courses","",""
"","1505","User login with wrong email or password","LMS system","Sun Apr 27 18:21:35 GMT 2025","passed","Sun Apr 27 18:21:36 GMT 2025","Authorization","Authentication","",""
"","2556","Create course","LMS system","Sun Apr 27 18:22:07 GMT 2025","passed","Sun Apr 27 18:22:09 GMT 2025","Courses","Courses","",""
"","1741","User login with wrong email or password","LMS system","Sun Apr 27 18:21:40 GMT 2025","passed","Sun Apr 27 18:21:42 GMT 2025","Authorization","Authentication","",""
"","2883","Create course","LMS system","Sun Apr 27 18:22:11 GMT 2025","passed","Sun Apr 27 18:22:14 GMT 2025","Courses","Courses","",""
"","2023","Check displaying of dashboard page","LMS system","Sun Apr 27 18:22:27 GMT 2025","passed","Sun Apr 27 18:22:29 GMT 2025","Dashboard","Dashboard","",""
"","1211","Check displaying of empty courses list","LMS system","Sun Apr 27 18:22:21 GMT 2025","passed","Sun Apr 27 18:22:22 GMT 2025","Courses","Courses","",""
"","1120","User login with wrong email or password","LMS system","Sun Apr 27 18:21:39 GMT 2025","passed","Sun Apr 27 18:21:40 GMT 2025","Authorization","Authentication","",""
"","1484","User login with wrong email or password","LMS system","Sun Apr 27 18:21:43 GMT 2025","passed","Sun Apr 27 18:21:44 GMT 2025","Authorization","Authentication","",""
"","2216","Registration with correct email, username and password","LMS system","Sun Apr 27 18:22:00 GMT 2025","passed","Sun Apr 27 18:22:02 GMT 2025","Registration","Authentication","",""
"","2937","User login with correct email and password","LMS system","Sun Apr 27 18:21:35 GMT 2025","passed","Sun Apr 27 18:21:38 GMT 2025","Authorization","Authentication","",""
"","1756","User login with wrong email or password","LMS system","Sun Apr 27 18:21:54 GMT 2025","passed","Sun Apr 27 18:21:56 GMT 2025","Authorization","Authentication","",""
"","1538","Navigation from login page to registration page","LMS system","Sun Apr 27 18:21:56 GMT 2025","passed","Sun Apr 27 18:21:57 GMT 2025","Authorization","Authentication","",""
"","1756","Check displaying of dashboard page","LMS system","Sun Apr 27 18:22:23 GMT 2025","passed","Sun Apr 27 18:22:24 GMT 2025","Dashboard","Dashboard","",""
"","2530","Create course","LMS system","Sun Apr 27 18:22:05 GMT 2025","passed","Sun Apr 27 18:22:08 GMT 2025","Courses","Courses","",""
