"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1849","User login with wrong email or password","LMS system","Sun Apr 27 18:17:24 GMT 2025","passed","Sun Apr 27 18:17:26 GMT 2025","Authorization","Authentication","",""
"","1818","User login with wrong email or password","LMS system","Sun Apr 27 18:17:34 GMT 2025","passed","Sun Apr 27 18:17:35 GMT 2025","Authorization","Authentication","",""
"","2876","Edit course","LMS system","Sun Apr 27 18:18:05 GMT 2025","passed","Sun Apr 27 18:18:08 GMT 2025","Courses","Courses","",""
"","2154","Registration with correct email, username and password","LMS system","Sun Apr 27 18:17:57 GMT 2025","passed","Sun Apr 27 18:17:59 GMT 2025","Registration","Authentication","",""
"","7229","User login with correct email and password","LMS system","Sun Apr 27 18:17:34 GMT 2025","passed","Sun Apr 27 18:17:41 GMT 2025","Authorization","Authentication","",""
"","1476","Navigation from login page to registration page","LMS system","Sun Apr 27 18:17:50 GMT 2025","passed","Sun Apr 27 18:17:51 GMT 2025","Authorization","Authentication","",""
"","1497","Registration with correct email, username and password","LMS system","Sun Apr 27 18:17:52 GMT 2025","passed","Sun Apr 27 18:17:53 GMT 2025","Registration","Authentication","",""
"","1937","Check displaying of dashboard page","LMS system","Sun Apr 27 18:18:18 GMT 2025","passed","Sun Apr 27 18:18:19 GMT 2025","Dashboard","Dashboard","",""
"","1710","Check displaying of empty courses list","LMS system","Sun Apr 27 18:18:17 GMT 2025","passed","Sun Apr 27 18:18:18 GMT 2025","Courses","Courses","",""
"","1353","Check displaying of empty courses list","LMS system","Sun Apr 27 18:18:15 GMT 2025","passed","Sun Apr 27 18:18:17 GMT 2025","Courses","Courses","",""
"","3243","User login with correct email and password","LMS system","Sun Apr 27 18:17:43 GMT 2025","passed","Sun Apr 27 18:17:46 GMT 2025","Authorization","Authentication","",""
"","1175","Check displaying of empty courses list","LMS system","Sun Apr 27 18:18:14 GMT 2025","passed","Sun Apr 27 18:18:15 GMT 2025","Courses","Courses","",""
"","2623","Create course","LMS system","Sun Apr 27 18:18:04 GMT 2025","passed","Sun Apr 27 18:18:07 GMT 2025","Courses","Courses","",""
"","1031","Navigation from login page to registration page","LMS system","Sun Apr 27 18:17:51 GMT 2025","passed","Sun Apr 27 18:17:52 GMT 2025","Authorization","Authentication","",""
"","1414","User login with wrong email or password","LMS system","Sun Apr 27 18:17:38 GMT 2025","passed","Sun Apr 27 18:17:40 GMT 2025","Authorization","Authentication","",""
"","1750","User login with wrong email or password","LMS system","Sun Apr 27 18:17:46 GMT 2025","passed","Sun Apr 27 18:17:47 GMT 2025","Authorization","Authentication","",""
"","2272","Registration with correct email, username and password","LMS system","Sun Apr 27 18:17:54 GMT 2025","passed","Sun Apr 27 18:17:56 GMT 2025","Registration","Authentication","",""
"","1492","User login with wrong email or password","LMS system","Sun Apr 27 18:17:36 GMT 2025","passed","Sun Apr 27 18:17:38 GMT 2025","Authorization","Authentication","",""
"","1608","Check displaying of dashboard page","LMS system","Sun Apr 27 18:18:19 GMT 2025","passed","Sun Apr 27 18:18:21 GMT 2025","Dashboard","Dashboard","",""
"","2740","Create course","LMS system","Sun Apr 27 18:18:00 GMT 2025","passed","Sun Apr 27 18:18:02 GMT 2025","Courses","Courses","",""
"","1298","User login with wrong email or password","LMS system","Sun Apr 27 18:17:26 GMT 2025","passed","Sun Apr 27 18:17:27 GMT 2025","Authorization","Authentication","",""
"","1105","User login with wrong email or password","LMS system","Sun Apr 27 18:17:28 GMT 2025","passed","Sun Apr 27 18:17:29 GMT 2025","Authorization","Authentication","",""
"","1818","User login with wrong email or password","LMS system","Sun Apr 27 18:17:42 GMT 2025","passed","Sun Apr 27 18:17:44 GMT 2025","Authorization","Authentication","",""
"","3214","User login with correct email and password","LMS system","Sun Apr 27 18:17:24 GMT 2025","passed","Sun Apr 27 18:17:27 GMT 2025","Authorization","Authentication","",""
"","1364","Navigation from login page to registration page","LMS system","Sun Apr 27 18:17:52 GMT 2025","passed","Sun Apr 27 18:17:53 GMT 2025","Authorization","Authentication","",""
"","4602","Edit course","LMS system","Sun Apr 27 18:18:08 GMT 2025","passed","Sun Apr 27 18:18:13 GMT 2025","Courses","Courses","",""
"","2447","Create course","LMS system","Sun Apr 27 18:18:02 GMT 2025","passed","Sun Apr 27 18:18:05 GMT 2025","Courses","Courses","",""
"","3894","Edit course","LMS system","Sun Apr 27 18:18:10 GMT 2025","passed","Sun Apr 27 18:18:14 GMT 2025","Courses","Courses","",""
"","1643","User login with wrong email or password","LMS system","Sun Apr 27 18:17:48 GMT 2025","passed","Sun Apr 27 18:17:50 GMT 2025","Authorization","Authentication","",""
"","1464","Check displaying of dashboard page","LMS system","Sun Apr 27 18:18:21 GMT 2025","passed","Sun Apr 27 18:18:23 GMT 2025","Dashboard","Dashboard","",""
