"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1359","User login with wrong email or password","LMS system","Sun Apr 27 19:00:43 GMT 2025","passed","Sun Apr 27 19:00:44 GMT 2025","Authorization","Authentication","",""
"","1235","Check displaying of empty courses list","LMS system","Sun Apr 27 19:01:28 GMT 2025","passed","Sun Apr 27 19:01:30 GMT 2025","Courses","Courses","",""
"","2984","Edit course","LMS system","Sun Apr 27 19:01:18 GMT 2025","passed","Sun Apr 27 19:01:21 GMT 2025","Courses","Courses","",""
"","1489","Navigation from login page to registration page","LMS system","Sun Apr 27 19:01:07 GMT 2025","passed","Sun Apr 27 19:01:08 GMT 2025","Authorization","Authentication","",""
"","3195","User login with correct email and password","LMS system","Sun Apr 27 19:00:55 GMT 2025","passed","Sun Apr 27 19:00:58 GMT 2025","Authorization","Authentication","",""
"","1256","Check displaying of empty courses list","LMS system","Sun Apr 27 19:01:28 GMT 2025","passed","Sun Apr 27 19:01:29 GMT 2025","Courses","Courses","",""
"","1660","Registration with correct email, username and password","LMS system","Sun Apr 27 19:01:06 GMT 2025","passed","Sun Apr 27 19:01:08 GMT 2025","Registration","Authentication","",""
"","1919","User login with wrong email or password","LMS system","Sun Apr 27 19:00:46 GMT 2025","passed","Sun Apr 27 19:00:48 GMT 2025","Authorization","Authentication","",""
"","2328","Create course","LMS system","Sun Apr 27 19:01:15 GMT 2025","passed","Sun Apr 27 19:01:18 GMT 2025","Courses","Courses","",""
"","2802","Create course","LMS system","Sun Apr 27 19:01:19 GMT 2025","passed","Sun Apr 27 19:01:22 GMT 2025","Courses","Courses","",""
"","2199","Check displaying of dashboard page","LMS system","Sun Apr 27 19:01:34 GMT 2025","passed","Sun Apr 27 19:01:36 GMT 2025","Dashboard","Dashboard","",""
"","4154","Edit course","LMS system","Sun Apr 27 19:01:23 GMT 2025","passed","Sun Apr 27 19:01:27 GMT 2025","Courses","Courses","",""
"","1523","User login with wrong email or password","LMS system","Sun Apr 27 19:00:51 GMT 2025","passed","Sun Apr 27 19:00:53 GMT 2025","Authorization","Authentication","",""
"","3582","User login with correct email and password","LMS system","Sun Apr 27 19:00:40 GMT 2025","passed","Sun Apr 27 19:00:44 GMT 2025","Authorization","Authentication","",""
"","1532","User login with wrong email or password","LMS system","Sun Apr 27 19:00:49 GMT 2025","passed","Sun Apr 27 19:00:50 GMT 2025","Authorization","Authentication","",""
"","2181","Registration with correct email, username and password","LMS system","Sun Apr 27 19:01:10 GMT 2025","passed","Sun Apr 27 19:01:12 GMT 2025","Registration","Authentication","",""
"","2057","Check displaying of dashboard page","LMS system","Sun Apr 27 19:01:34 GMT 2025","passed","Sun Apr 27 19:01:37 GMT 2025","Dashboard","Dashboard","",""
"","2115","Registration with correct email, username and password","LMS system","Sun Apr 27 19:01:08 GMT 2025","passed","Sun Apr 27 19:01:10 GMT 2025","Registration","Authentication","",""
"","2148","User login with wrong email or password","LMS system","Sun Apr 27 19:00:40 GMT 2025","passed","Sun Apr 27 19:00:42 GMT 2025","Authorization","Authentication","",""
"","4234","Edit course","LMS system","Sun Apr 27 19:01:23 GMT 2025","passed","Sun Apr 27 19:01:27 GMT 2025","Courses","Courses","",""
"","1629","Check displaying of empty courses list","LMS system","Sun Apr 27 19:01:31 GMT 2025","passed","Sun Apr 27 19:01:33 GMT 2025","Courses","Courses","",""
"","7249","User login with correct email and password","LMS system","Sun Apr 27 19:00:46 GMT 2025","passed","Sun Apr 27 19:00:53 GMT 2025","Authorization","Authentication","",""
"","1778","User login with wrong email or password","LMS system","Sun Apr 27 19:00:58 GMT 2025","passed","Sun Apr 27 19:01:00 GMT 2025","Authorization","Authentication","",""
"","1713","Check displaying of dashboard page","LMS system","Sun Apr 27 19:01:30 GMT 2025","passed","Sun Apr 27 19:01:32 GMT 2025","Dashboard","Dashboard","",""
"","1797","User login with wrong email or password","LMS system","Sun Apr 27 19:01:01 GMT 2025","passed","Sun Apr 27 19:01:02 GMT 2025","Authorization","Authentication","",""
"","2918","Create course","LMS system","Sun Apr 27 19:01:14 GMT 2025","passed","Sun Apr 27 19:01:17 GMT 2025","Courses","Courses","",""
"","1765","User login with wrong email or password","LMS system","Sun Apr 27 19:00:54 GMT 2025","passed","Sun Apr 27 19:00:56 GMT 2025","Authorization","Authentication","",""
"","1149","User login with wrong email or password","LMS system","Sun Apr 27 19:00:44 GMT 2025","passed","Sun Apr 27 19:00:46 GMT 2025","Authorization","Authentication","",""
"","1094","Navigation from login page to registration page","LMS system","Sun Apr 27 19:01:05 GMT 2025","passed","Sun Apr 27 19:01:07 GMT 2025","Authorization","Authentication","",""
"","2832","Navigation from login page to registration page","LMS system","Sun Apr 27 19:01:02 GMT 2025","passed","Sun Apr 27 19:01:05 GMT 2025","Authorization","Authentication","",""
